reviews,Fine-grained sentiment score,review_category
"  Fingerprint sensor is not available, face unlock feature is available, value for money phone for this price range , I exchanged with my old HTC device ,it costs me around 6299 Rs for 2GB variant , built quality is good, feels solid in hand , sky white colour looks pretty decent and beautiful in hand, cannot expect a good gaming  performance from this device, tried playing Pubg lite & Free fire, not suitable for gamming. Best part is battery back up & USB Type C charging port with fast charging options available. Not satisfied with the face unlock feature. Can be considered as a good option for secondary handset, overall a value for money product.",0.9796,positive
  Likes1. Screen size and qwality2. Battery3. Sound output as well as speaker noise4.front camera5.latest softwareDislikes1.camera big dislike very bad camera2.no finger print sensro3.face unlock4.hang issue5.dont go for 2 gb ram it will hang like hell6.user interface isnt good nd easy,-0.7653,negative
"  Product is working slowly. Keyboard not working properly. Was trying to return the product, showing is not eligible. Product was delivered on 4th March. Within a month all these issues are coming up. Feeling really bad.",-0.5095,negative
"  I have read the reviews before buying the mobile. So thought to give it a luck. After using for 1 day the mobile screen keep on touching itself from any part of the screen. The phone hangs a lot. Pubg runs good at times but a lot of time it lags. I checked the battery performance in setting, the screen itself consuming more than 94% of battery which makes battery drain rapidly. I have replaced it. Now got a replacement with tampered mobile box. However the packing was not tempered. To my surprise it is a used mobile. Fingerprint of former user was found on mobile screen and charger. The mi seal was broken and re-pasted and delivered to me. The seller think himself oversmart. Keep distributing used mobile to the customers. I have checked this mobile condition which is good at outside but the internet connectivity is very poor it does not go beyond 350kb at 2am midnight Jio 4G. Which goes beyond 2Mbps at this time in other mobile phone. Also charger is heated up when charging within 20 minutes and it's not 18W power charger. So i got a defective used product in replacement.  Now i  want my refund. I am not satisfied with this mobile. The conclusion is that if you are lucky enough than this mobile will work for a few day until replacement period is over or maximum 15 days later you will repent at your choice. Better put 1-2k more and get better mobile than this Redmi 8A Dual 3-32.",0.4325,positive
"  The Budget BeastNo words to describe the new Redmi 8A especially its stunning look ... amazing display with water drop notch looks premium. This design is seen only in 15 k segment from Samsung where Xiaomi did it.Awesome cameraI have used 4A & 7A but comes to 8A its totally changed in camera. Its AI powered camera gives excellent output even in low light conditions  worth it...oooohIncredible Battery but not hulky5000 mAh class leading battery gives approximate two days of normal use without charging twice. Not much bulky in hand and weight is optimized!!!!! wowperformance is out of the worldGames, movies, chatting, shooting no compromise on multitasking Smoothly run by octa core chipset from Snapdragon 439 is excellent at this price point is amazing....octa core at 6K OMG....main disadvantage I have noticed is there is no notification led...",0.9409,positive
  Battery is okCamera is goodBut missing warranty cardWhy cheated like this fruaders,-0.4588,negative
  Ok phone. Brought as I got good exchange price of my old phone against purchase of redmi 8a dual. Speed ok. Phone hangs sometimes. Camera ok. Call quality and battery life superb. Display very good for budget phone. One defect. IR blaster is not working on my redmi 8a dual since day one. One irritating this that MI asks permission to store data and track for almost everything we use on this phone. Would rate it ok purchase as I got for only 3000 in exchange of my old phone.,0.8479,positive
"  Simple smartphone, but Good Smartphone! Camera average but included PRO mode, Battery backup excellent Charged 4 days ago. Used normal internet and Dual 4G native video calling and WiFi Hotspot without gaming till now. Display 6'22"" good, No lag, Good face detection. Overall 9/10 but if you consider the price then it's 10/10 actually.",0.9059,positive
"  Battery life is good but as it is not fast charging, it takes 3-4 hours to charge completely. It looks really good as well...and so far it's performance has been amazing. Camera is good as well. Overall it's an excellent phone in this price range.But do refer to it's YouTube review as well. All of its features and deficiencies are explained in detail there.",0.9791,positive
"  In products detailed information it is mentioned, product would be made in India, but why delivered product is made in China. I know company is from China, however I thought product is getting manufactured in India. Please put correct information in product details.",0.4497,positive
  - utmost thing is battery backup- camera is too good at good light condition- low light camera is blurry- speakers are good at sound- there is double tap for screen wake- the VoWifi(Voice over WiFi) is available for selected operators- network reception is also good- phone is little bit heavy- it will good if here is LED notificationat last i would say the phone is best value phone from Xiaomi But there UI bugs are ridiculous,0.7227,positive
"  Good mobile for the price you get. SD439 does the day to day job, definitely gaming is not amongst those. Camera is what you get for the price. The highlight is battery which is absolutely killer. Can easily give a screen on time of 10 plus hrs on mixed usage. Supports fast charging however only 10 watts charger is supplied in the box and,without any headphones which is understandable at this price.",0.7629,positive
"  Good budget mobile for basic usage like attending online classes, listening to music, watching videos and normal browsing. The limited 2 GB RAM doesn't allow for multitasking and gaming which you obviously can't expect in a phone at this price. The features are really amazing like the p2i coating, Gorilla Glass 5 and wireless FM which makes this a strong and durable phone to have!",0.9231,positive
  Did lot of research before buying.At this budget this the best phone I found it in market. I am not big fan of redmi. But it is cost effective and good for short term use.Over all phone is okay don’t expect much .Sound quality is good.Battery life is also good.Have all the required basic features.Camera is not that great if you need good camera dont go for it.Phone is heating while charging.Go for it if it fit in your budget.Overall okay.,0.9475,positive
"  Redmi 8a dual is the worst mobile in the market. The phone has serious lag issues and the home page freezes from time to time. I got a replacement after I complained about lag issues and the second piece turned out to be worst than the first. Now I am stuck with this ""brick"" of a mobile forever. After a complaint about the replacement, Amazon sent a service expert who was unaware of my phone's problem. He came, he saw, he yelled, he blabbered and left telling that the phone is fine according to him and that I have 365 days time to keep visiting the Mi service centre day after day.",-0.9652,negative
"  Hello guys,I am using this phone from 8th july. When i Bought it and start using it initially there was issues of automatic brightness of the display, it was getting stuck at particular level and in the bright light you need to manually increase the brightness. but after software update all those issues were resolve but now i am facing phone slow down issue very much. After this much time phone is got slower and slower. if you go to camera it just hung.very very bad ...experience .... earlier i was using note 4 of mi. which is still working very well ...And one should expect better performance from latest gadget .... which is totally missing....I shall not recommend to buy this product....Do not feel bad Mi.......  Please work on it..Thank you.",0.9171,positive
"  It’s just not worth the money. I have used MI phones earlier and they work fine but this one is useless.1) it’s very slow and if you open multiple app at a time the phone will hang2) Even opening YouTube application on this phone takes close to 8-10 seconds3) Battery is very and will last appx 1 day with normal usage4) lot of ads pop up which is irritating5) Camera is very bad , My earlier MI 5A takes better pictures than this phoneOverall very unhappy with this product.I have been using this since 10 days now.",-0.7515,negative
"  I returned this the third day after delivery.It hanged in my very first use LOL !•Camera is below average.•Processes is average.•It does not have fingerprint reader.•• Hangs when you record video using Snapchat & WhatsApp. (third party apps)Honestly, Even in Rs.8999, you can get much much much much better experience!AND I'M NOT EXAGGERATING.",0.9009,positive
"  There is one feature of this phone wherein we can tab three times on screen to see zoom view; when I enabled that, I found lagging issue with phone and also screen got freeze some times, with this option face diffuculty to dial a phone when we need to type like 9998 it's my own number series,Camera performance disappoint me; in day lite it's Ok, I can say average, and in night compete zero..""0"", and color capturing is also not good.I am happy with design, that gives rich look, touch is smooth, also allows to delete preinstalled games & other application.It's okay with this price and No cost EMI option.Thank you",-0.1275,negative
"  The phone got slow after one week use, i wanted to replace but the replace window is closed. Camera & battery are average, It's not like 13MP & 5000Mah. The device is not suitable to play any game even ludo, it's started lagging when you open ludo and after shut any from your app your home display become blank for few seconds ...........Worst experience.Dear Amazon team, please help to replace the device.",-0.7157,negative
"  Rear camera quality is below average, main problem is with auto focus, camera is struggling to focus on objects.Wireless display feature problem, wireless display is frequently disconnected with Smart TV.OS become unstable sometimes, need to reboot is the only option to recover the phone.Failed to upgarde on MIUI 11, after complete download of around 2 GB, it fails to update on MIUI 11.",-0.8689,negative
  निश्चित रूप से रेडमी ने अपने आप को काम कीमत में बेहतर फीचर्स एवम् क्वालिटी मोबाइल कंपनी के रूप में स्थापित किया है परन्तु कॉम्पटीशन के चक्कर में रेड़मी ने सस्ते पार्ट्स इस्तेमाल करना शुरू कर दिया है। यही वजह है कि रेडमी के फोन्स की क्वालिटी घटती जा रही है। Redmi 8a में mike की घटिया क्वालिटी इसका एक नमूना है। मै redmi 8a के 5 से भी ज्यादा फोन में वही same mike problem देख चुका हूं। Vioce क्लियर नहीं आती । Feels like old days chinese mobile phone।प्लीज खरीदने से पहले एक बार किसी भी दूसरे के मोबाइल को इस्तेमाल करके देख लें । Totally disappointed this time,-0.5563,negative
"  Bought the phone for my wife when her phone screen was damaged. It was on offer on Amazon at the time and for its price, it seemed like a great deal. Note that the spec says 2GB ram, 32GB storage. Being a Samsung user, i wasn't sure how the experience would be. However i am happy to report that aside from a few hitches, this phone is excellent. The 2GB may seem less but i never noticed any issue when using fb or youtube. I cannot recommend it for intensive gaming but for casual use like watching videos etc, it is fine. I havent tested the selfie cam yet but the front cam is pretty good. There is no fingerprint sensor. Even though the phone supports fast charging, there is no fast charger provided. No earphones. Basically just the phone and regular charger. Ensure you remove the preinstalled bloatware and banned chinese software. Finally an excellent 5000 mAh battery that lasts almost a whole day on active use. All in all, a phone perfect for the casual user.",0.9836,positive
  Ordered it for my mother. Good phone for her but for average user it is not that good.Cons:Phone keep hanging if multitasking done like opening of 2 or more apps at same time.Battery life is also not so good.Built Quality and finishing is not good.Pros:SnapDragon processor at this range.Handy phone.,0.6369,positive
"  Nice phone, as expected. Only negative side is that it belongs to a Chinese company and a part of our payment will reach the Chinese (though made in India).Only Sub 10K price range phone with snapdragon processor and 64GB phone memory.Phone don't have fingerprint unlock, but have face unlock.Battery lasts for 2 days for average normal use (calls, social media and youtube, without gaming)Camera also good, with decent portrait mode with background blur and all the gimmicks.All in all a good budeget phone.Still i am a little upset that i supported the Chinese (even though indirectly)",0.085,positive
  First I ordered this mobile on 6th July and got it on 9th july(2020). There was 3.5 mm jack issue with this mobile and I ordered for it's return.Again I got a new mobile on 13th July but I can return my mobile till 20th July.On 22nd July I faced another issues with this new mobile. Apps opening and closing itself. Nither I can close my app nor I can switch off mobile. For example if I'm surfing fb then it suddenly get closed and suddenly open. Even mobile automatically start typing in comment box.So I just want to tell you pls don't go for this mobile.,0.2263,positive
"  I purchased this product only cause my one plus was broke and I couldn’t get it repaired on time. I needed a spare phone for emergencies and I bought this product considering the cost factor. I’ve never used any of RedMi products and since RedMi claim that they are the products for cost I wanted to give it a try. As I expected, it’s the worst performance phone. I’m not talking about the performance equal to a premium smartphone. I’m talking about basic use. The touch is worse. It taps automatically and makes the usage of phone a nightmare. Have to restart it multiple times to fix that issue temporarily. U never know when the same error occurs. Other than that, major thing is “THE DEVICE TURNS OFF ALL OF SUDDEN FROM NOWHERE AND WONT TURN ON AT ANY COST”. Nobody knows why that happened and will have to factory reset the device from device factory mode. Will never buy any of the RedMi products just because of price. I’d rather get a good quality product even if I have to pay a little more money.I’d not recommend at all be it any product coming from this company.",-0.9113,negative
"  Lots of useless manufacturer and google apps. You open the box and it feels like you're using someone else's phone. Additionally, they cant be uninstalled. Hogs up 14 GB of 32 GB space and you're left with only 18 GBs. And if you're using two sims you cant even insert a memory card to store pics/music or whatever.Ads everywhere! You open any of their apps, even the system apps, and adds are there to greet you.Does not come with a fingerprint senser.Battery life is decent but lets see how it works 6 months from now.Has an ugly(imo) screen tint as default. And for some reason, every time I restart I have to set the tint and turn off auto-brightness all over again.  Idk if it's a fault or I am not doing it right.Screen guard and back cover not included in the box as is the norm with some other manufacturers.Comparing it with Honor 8c which I bought last year for roughly the same price (8.3k), this phone's resolution is massively inferior to Honor's even though they both claim it to be 720 x 1520 pixels.Very disappointed and underwhelmed with this purchase. Only keeping it because it was the cheapest phone (among newer releases) in the 32gb/3gb category on amazon. You save your money to buy an entry level phone and still it doesn't feel personalised. Fed up with these proprietary devices. Linux mobile distros cant come soon enough.",-0.2481,negative
"  6:25 inches screen with HD display,gorilla glass 6 smooth swipe and touch gesture,though it has an AI technology the camera is average overall and good budget phone comes with android 9 (pie) though  like the oreo version more overall a good budget phone",0.8207,positive
"  Nice phone!!!In every segment it's best. display n camera quality is not very good,but in Rs-7499 price point it's worthy...  Specially it's back side texture n Redmi branding on frontDiL Le Liya yaar !!!!",0.9015,positive
"  I bought this Phone #MIDNIGHT GREY so that I can review it and post it on my youtube channel and found good so gave it to my grandmotherSo let's start reviewing with pros and consPros:-1) #BIIIIIIGER BATTERY:- Yes u have read it  right, It comes with a great battery life  of 5000 mah battery2) #CAMERA:- It comes with rear dual 📷  13mp+2mp, yeah it's good @ this  price, Selfie camera is also good3)  #CHARGING:- It comes with a Type-c charger and support upto 18w fast charging.. Surprisingly the charger supplied in the box is 10w charger4) #MIUI 11:- It runs on the #Android 9 and MIUI 11..Great optimization by #Mi It is also said it will have a #ANDROID 10 UPDATE and #MIUI 125) #SCREEN:- It is good at this price point  For watching videosCons:-1) #IR BLASTER:- Yes, you  read it right It doesn't have a IR BLASTER (I FIND IT A CON)..as MI Never skipped sensor2) #PROCESSOR:- It packs a average processor #SNAPDRAGON 439, Not a great processor for heavy user or gamers..so beware User3) #SPEAKER:- It is not that loud..#AVERAGEPs:- Im editing video @ this very point..  So when my video is ready I will add a link to my youtube channel for detailed informationThank you",0.9777,positive
"  Worst phone I have ever purchased...3 gb ram but lags a lot on full version kine master and other designing apps other. I have tried the trial on two mi 8 phones pic attached of both.. Samsung and Huawei phones with 3 gb are best it was my first mi phone and I m disappointed with this phone. I was using huawei and Samsung 3 gb ram varient and are best till date after more than 2 years of rugged usage. Even micromax 4311 3gb ram is faster than miI suggest to go for Samsung. mi is best for those who have not used Samsung and huawei(including honor) ram and battery management is best in Samsung, micromax and huawei",0.9704,positive
"  Redmi 8a dual is a balanced phone in its price rangeAdvantages...1. Processor is SD2. Display3.build quality4. battery life5. Face unlock6. Type c charging fast chargingDisadvantages...1. Front and rear camera quality is not up to the mark. It is slightly below avg quality. I hope redmi can fix it by software update.2. Picture stabilization is not up to the mark.3. Sound quality should be given slightly better.4. I have big issue with interface miui. There are a lot of adds.5. Some deadly apps come with pre installed. Those garbages should be removed by software update.Overall if you are looking for a low budget phone for your parents usage purpose or child's study purpose, this is the right one battery is larger, processor is good for day to day life usage and display is much better. Face unlock is fast. But redmi should Remove the garbage apps. Overall 4.5 star for the phone below 8k.",0.5106,positive
"  wifi, every 1min disconnects even from 1mtr of router. Raised a complain. Service centre told factory reset. First time facing Such issue. Xiomi you Just lost a customer.Don't want visit considering current covid and  also stories from xiomi services.I gave video, log every thing to them. As I also work in Mobil domain, i know it is defect which they should know.before.",-0.7523,negative
   I dislike the phone because fingerprint reader so poor that after few times it start becomes blur and screen got shake automatically and poor camera quality. My money goes in vain totally rubbish product. Do not buy any chinese because two of my chinese phone working very worst. I am not lying please see the image and video I have uploaded.,-0.9499,negative
"  It's a little hard to use with one hand, and the keyboard doesn't seem to have one-handed mode, but the split screen feature and the screen brightness make up for that. This is the first smartphone I've used where the minimum brightness is satisfactory for use in a dark room. The dark mode and reading mode options are quite helpful, too. The screen is also resistant to damage, to a certain extent. The battery cannot be removed, but there seems to be a fair amount of ingress protection because of that. Lastly, it comes with its own USB-C charging cable, which is a little short but charges well enough.",0.9416,positive
"  I have ordered this product on September 1 and got it on sep 3. After 3 days ,the display stops it's working. The image in these display are now show as multiple images and are floating most of the time. Not even able to read atleast a word properly.Some times it seems normal but most of the time they are not working. I have brought this for my siblings for attending online classes. But this product is absolutely useless. My all other phones are brought from Flipkart and other sites. But none of them are of this kind. All of them are working properly. I thought that the product from Amazon might be having better quality than other sites,but now I think that I was wrong. I lost believe in Amazon. I have contacted the customer service and they told that service exicutive will inspect the phone and then only they can proceed. But I think this is not fair because the executive will reach to my house after two days and after inspection they will decide what to do. I need refund for this item, I will brought product of another company from somewhere else. Or I will file a case in consumer court for this issue against MI and Amazon India for cheating me. I have discussed this with an advocate.",-0.6408,negative
"  It is a basic phone ... If you have money add 2k or 4k and opt for another model.( Phone supports manily  for children and elder parent )Redmi note 8 or pocco m2* Positives *Best at 7.5k* Excellet battery* Good display* Use for online class* Negative ** No finger print ( but at this price range exceptional )* Camera is biggest issue.. I have expected more from rear cam..* Little bit of hang at 2gb ram , go for 3 gb ram ...* Cannot use for hard, not a gaming phone..",0.6116,positive
"  I bought this product with exchange, exchanged with old redmi 5. The pick up guy verified the mobile in and out and picked up from home. Surprisingly after one day he called and said glass is broken which we never noticed. And am sure it was not. We cant say what he did in 1 day with mobile. Now asking to return. It is not acceptable, i do not know wht all he did with mobile. If it was broken he could have rejected during pick up. This what i do not like..",-0.8431,negative
"  Phone is a good option in this range.It lacks fingerprint scanner. Camera quality is not so good. It is a very heavy phone,  difficult to keep itnin hands id you are using it for long while lying in bed. But it is worth buying.It has made in india sticker also,  not sure if it is real.",-0.5005,negative
"  At first glance I was happiest person to have bought this phone at Rs 7499  (2GB Ram, 32 GB internal memory). The joy was, however, short lived. The charger failed to work. Went for return option but customer executive suggested a test via Blancco App. Done. Thereafter, he assigned a technician to visit my place and inspect the phone. Alas, the technician didn't turn up nor did he respond to call. In the meantime, phone frequently began to hang and misbehave. As of now I am cursing my fate. It is worst ever phone i have come across. Don't waste your money. You will repent the decision to buy this phone. Please take my advice seriously. This Redmi 8A dual phone will turn your face red with anger...",-0.9091,negative
  I have  purchased this mobile on 25 July and within seven days mobile Battery is draining very fast. I want to return this faulty mobile. But return window is closed .Amazon can help in this,0.6211,positive
  I've been using Xiaomis product from Its Note 4 launch and was satisfied by its performance as well as its manufacturing in India as all the box contains information that it is MADE IN INDIA but this was the 1st time i bought this phone and it doesnt have that MADE IN INDIA logo and it's clearly written over there on the phone that it's MADE IN CHINA😠 I've not expected this from #Redmi_India that they cannot afford a budget segment phones manufacturing in their own country 🤧🤕,0.1406,positive
  It has a problem. Of getting auto boot since day one.....recently it flashed with Android 10.....and since then it shuts down auto and it takes very firm press on the power button to boot.....and when u are doing this after every 2 hrs then quite a fun.....I will never buy MI product in my life......it was first n last time I did.....these cheap Chinese re-incarnation claiming to be made in India. .....I really don't believe with the quality it's packed with.....,-0.4019,negative
"  At the budget I didn't have any other choice. So bought this phone, totally a killer.Cons - signal reception not good and no fingerprint scanner.Pros - display and battery is awesome.I had issues with battery backup atfirst later on I turned off may things, which was automatically running in background. Now the battery is unbelievably good, mom is totally Happy with it.",0.7696,positive
  At this price range this is a good buy. The phone looks elegant and sleek.The camera is good outdoors in sunlight but in dark spaces it does not perform well. Again at this price it is worth it.The Ad ridden OS is a bit irritating but once the warranty is void one can install custom ROM.It is easy to handle and carry and the does not feel heavy even with the 5k battery.Did not face any overheating issues so far.I never play games so have nothing to comment on that front.Screen clarity is good and brightness in sunlight is also not an issue (I use dark mode)Overall a good buy but in a month or so you may get better models.,0.966,positive
"  I've used many phones in this budget segment from renowned brands. I was always skeptical about Redmi/Xiaomi. It was hard to make a decision of buying this phone. But to be honest, I'm totally moved! Be it the display, be it looks, usage, it is totally a power package. The amazing thing is, you're getting 5000 MAH battery in less than 8k ! Easily runs over 1.5 days with a full charge and average usage (multitasking, video streaming, browsing, social media). It also comes with 18W Fast Charging support. The display will blow your mind. Looks are quite good, could've been better. What is a drawback is it doesn't have a Fingerprint Sensor, which is a must for phones in this budget! Camera quality is ""just okay"".Lastly, I'm using this device for the last 4-5 days, didn't feel any lag though it comes with 2GB RAM, all credits to Redmi's amazing optimisation.You can go for it without a single doubt in your mind if your budget is right.",0.9907,positive
"  Very bad experience, just after 20 days, it is not working properly. Many times while using this ohone, it automatically closes all the apps and returns to home screen and then it just hangs and then we have to restart it to make it work again.",-0.5849,negative
"  I am using 2gb/32gb variant(white). Using it since 16 days and have not found a problem yet... No hanging/lagging...i have downloaded games of 250-300 mb and played it... The result was fantastic and neither it hanged nor became hot while playing or charging... Speaker sound is pretty good and Camera quality is superb in good lighting conditions mainly during day time (outdoors), no one can say it's a 8k below phone by looking it's camera performance due to SD processor and battery backup is good too....Conclusion:- This phone is for people who are not game addict and those who love photography but are know in budget... The phone performance is lag free for day to day usage and most importantly uninstall or disable the preloaded apps if you don't use it.",0.9563,positive
  The modem of this phone is very slow. It gives only half the actual speed. My other phone gives a speed of 90mbps on wifi whereas this phone give only 40 mbps on same network. Getting less than 1 mbps on LTE networks. Camera is below average.,0,positive
  Don't go for this phone unless your budget is very low.This phone doesn't have aby fingerprint scanner. Fast charger doesn't come in the box.Neither comes a back case or screen protector or headphone. You have to buy all those separately.Camera quality is also not good.My suggestion is to spend 1-2k extra and go for other good phones.,0.4404,positive
"  I would like to start with prosPros:1. After unboxing, the first feel and look is awesome. The aura x grip design on the back of the device is superb considering its price range which gives a premium feel while you are holding the device in your hands.2. The big 6.22 inch ips lcd display of resolution 720x1520. The viewing angles are good and comes with support of sunlight display which mean in outdoors one will not have a problem viewing this device. Due to its large screen content consuming is very good and the dot notch in the top middle of the screen does not annoy while watching videos or playing games. The display also comes with gorilla glass 5 protection which is very rare in this price segment and protects your device to some extent from scratches and drops.3. This device comes with p2i nano coating which means it can save the device from splashes of water to a certain extent. But do not dip it in water as it is not water resistant.4. This device comes with snapdragon 439 processor which is based on 12nm process. This chipset can go up to 2ghz and performs day to day task and gaming easily. Pubg lite and pubg mobile runs smoothly on this device. Pubg lite can go up to a maximum resolution of balanced at very high frame rates whereas pung mobile can go upto balanced with medium frame rates. Both games run smoothly without any lag or stutter.5. This device is powered by a 5000mah battery which gives a backup of upto 2 dys on average usage. But for heavy gamers and content viewers this device gives backup of upto a day on single charge. This device comes with 10ww charge and if you charge with 10w charger it takes around 2hr 30min but if you charge it by 18w charger it takes around 2hr.6. The camera on the back is 13+2 mp AI dual camera. The ai scene detection is good and fast. The backgroung blur during portrait mode is very good and the selfie camera is 8mp ai camera. This also support portrait mode but the blur could have been better. Both camera support 1080p recording at 30fps.7. Comes with face unlock and is pretty fast with proper lighting condition.Cons:1. The cameras could have been better.2. IR blaster is missing.3. Notification Led is missing.4. Fingerprint reader is missing.5. Both cameras struggles in low light conditions.6. Comes with miui with full of bloatwares and ads. But they can be disabled and and stopped.WARNING: For non chinese smartphone users if you buy this phone it will com with pre installed chinese apps banned by Indian government bu they will fix it with an ota update so not worry.My Opinion:After using this device I would recommend this device to buyers with budget under 10,000. Everything is good and the updates are also quick and timely. And no problem with the device.",0.9929,positive
  After 1 week of usage:Nice battery backup (5000 mah)Nice display qualityGood soundNice camera quality in this budget.Big displayFace lock available however no fingerprint scanner.As said on the box it support wireless FM but it doesn't support wireless FM you need to connect your headphone for FM frequency.Support Fast charging which is very useful thing.Overall nice phone to buy.Thanks to Amazon for the exchange offer.,0.8315,positive
"  Got my new redmi phone. Overall the phone is as per the features, but the quality of camera is not as per the advertisment, selfie camera is better than back camera, you can understand how the back camera is,  previously had Samsung phone with same mega pixel camera, it clicked so well, so here is the sincere request to all buyers, if looking for good camera, don't go for it,",0.9419,positive
"  this is a good smartphone which comes with the USB Type C, 5000mah Battery, Good Vivid Screen, Gorilla Glass 5 Protection ,Good Camera Dual rear Camera (13mp+2mp), 8mnp selfie camera which u don't find under other smartphones of  this Budget segment  to be noted do not compare with other high budget smartphones camera ABOVE 10Kand in the last latest android 10 update Released in india & latest MIUI 12 is on its way in next month2GB variant performs well  Ram remains all the time under 60% usageThis is Good Buck Performs and Give features u cannot find in other smartphones , and other smartphones which are available i'm sure they are under preform as per the new smartphones of Redmi 9A, Redmi 9 they even also not has these features and comes with the DOWNGRADED REBRANDED PROCESSOR",0.9325,positive
"  From a budget mobile battery backup and call quality are expected, call quality is pathetic, mic not clear, other party most of the times say that my audio is not clear. Further, earpiece volume is not loud and clear, I am not a power user, just some calls where it frustrated me and some youtube that's it, battery backup is good but what is the use of advancement in technology when it is not performing it's basic task, MI if listening provide good mic, speakers and earpiece for an overall good experience,",0.4009,positive
"  I expected a little more performance from a redmi phone. It has the typical problems of a 2 GB RAM phone. Really slow. I bought it for my mother. For her use it is just ok. For better performance, a minimum 4 GB RAM phone is needed, no matter which brand you select.",0.0325,positive
"  I bought this phone for my Father and generally preferred type c charging port which is provided by this 8000 rupee phone , although it has old processor but i must say optimization is good and also look of this is just awesome (not feel like cheap phone).Only draw back is miui which tons of ad but i find a solution to remove unnecessary apps which send anonymous notification.",0.9347,positive
  It have sturdy Build Quality . corned with gorilla glass 5 and The display quality is Good.Pros :-Nice Build Quality 10/10Good Camera (both front and back)8/10Smooth performance 9/10Face unlock is pretty fast ( never expected that ) 10/10Good for Mid end gaming 8/10Battery is an absolute monster 10/10Nice display 8/10USB C + fast chasrging 10/10Cons  :-No Finger print censorMy Rating is 8.5/10,0.7184,positive
"  I don't like this.This is not a good product, I'm huge fan of redmi mobiles,i had also used the phone of this company and that was awesome but this is not good.I will just give only one 🌟 because the phone is not working properly and it is hanging",0.3802,positive
"  When it comes to budget mobile phones with latest features u cant go wrong with Xiaomi phones. This model is  one such example. You get Good battery, Gorilla screen, big screen size (very big so some 1) etc. Overall value for money!",0.799,positive
  I use this phone more than 5 months I buy it on 4 march 2020 this phone is very very nice 😊👍 in my favor because I buy this phone for my father and it is very easy to use for him and but i brought this phone at range of 6999 rupee and also I see that phone is not lagging and not get heated 🔥  and camera of phone is also niceBut 1 mistake is that his AI screen lock 🔐 not ❌ get open in Instantely but overall this phone cames with 24 hour battery life if you check this phone in volt 📞 and sync and volt to use without power savingBut i see this phone price is geeted increase from 6999++ that shocking for this phone love for people and for peoplepeople and i also play PUBG in a starting months to check the phone performance which is ossom his all sensor almost Avery was working but i don't play now because it my father's mobile 🤣🤣🤣🤣💯💯,0.9873,positive
"  Best mobile in this budget, Great battery backup...Just once when mobile received, Pls Go in to settings - Accessibility - OFF will be done.Not any problem shown till now, I purchased this mobile 3 Qty for me - my sister - mh wife. (By different ID's)Not a single problem shoen till now.",0.6369,positive
   Hii Everyone...I received this phone in a brand new condition.Everything was fine but there is a technical issue in the software or might be in display....When i used this phone on the very first day i did not notice this error.But next day i saw this fault.The display of the phone was getting hang sometimes...Pixels was bursting also...And there were some glitches on the display when i was using it.So i returned this phone. You may also see the pictures and video which i attached here.It might be a technical error.Otherwise Packaging was good.I received this product too early.It was not a seller's fault.Amazon also refunded the total amount.Thank you Amazon.,0.4302,positive
"  There is no finger print point,. Camera quality is very cheap & poor even 5000/- phone has better camera. If single camera is better, no need of such dual camera. XIAOMI just making fool. Screen is so so. Battery is good. Overall just 5 yrs back quality.",-0.2415,negative
"  All good, as per the cost, eveey this is appropriate but it could have the fingerprint scanner. Processor and ram is okay for this price... No over heating issue. Good and smooth running. Can play Cod or pubg in medium settings. Battery is okay.. 5 watt charger in the box,, but it supports 18 watt fast chaeger, at this price, in box 5 watt charger is okay but if it could come, it shall be a best option because battery is big 5000 mah. No back cover. All redmk phns come with a back cover. But this is exceptional in this phone. All over 7 out of 10. Performance is excellent but accessories could have been upgraded in the box.",0.9762,positive
"  Firstly 5 stars to Amazon for delivery this mobile phone with in 24 hours.Coming to this mobile phone, my first impressions are it is working good and I liked it's display.  Especially this low budget phone has Vowifi ( Wifi calling ) feature.  Camera is not good ( don't except much for this low price).  Still review under progress.",0.5568,positive
"  Nice phone in this price range except bit big to handle . I personally recommend not go for this screen size, as it is very difficult to handle or pick call using one hand (mostly during driving or doing some other work). it is quite slippery, so you land up with cover which makes it too big to keep it in pocket.",0.6915,positive
  This review is for REDMI 8A DUAL 3GB RAM 32GB ROM(for use 21gb)Nice budget product. Large battery life last 1-2days. Camera is of average quality. Dual 4g standby. Charger given is of 10 watt. Type c port otg support. No fingerprint . Has face unlock. No ir blaster. Good sound and its quality. Sim tray is risky to use very delicate. Very less heating if you use it continuous,0.2247,positive
"  Not really value for money, a lot of bloatware comes pre-installed even in October 2020, many ads, faltu apps like hago, Zilli, etc. Are automatically installed within 24 to 48 hours of usage. xiaomi is cheating on everyone by showing they didn't give installed app but they automatically install it from their storage later. For specs you should go for other company phone this is overpriced by ₹500.Camera Quality is not even of 5MP. And front camera just exist for name. Once you see the quality you would not use it again",-0.1472,negative
"  Good phone and value for money, good at memory 3GB.. good response time, speed compared to other android phone with 3GB, may be its new 😊, if you have MI TV, screen mirroring is excellent on the full HD VIEW AND SOUND QUALITY. There’s no delay in streaming at allI bought it for online classes for my kid to use “teams” and “zoom” app streaming on big screen for better view and sound qualityAnd since a month the quality of speed and battery backup is good",0.9789,positive
