reviews,Fine-grained sentiment score,review_category
  Awesome mobile phone and I bought from Amazon I got in one day delivery . the mobile everything is good to buy but taking more time to full battery. They wouldn't gave fingerprint unlock and also didn't gave fast charging. But I love this more because nice to handle mobile in single hand .I am using this mobile as .,0.9641,positive
  I bought this phone for my dad and he is very happy with this phone.In this range with the product quality it's better than any other MI Phones.Before buying it I did have a look on mi Note 9 and 9A and they were very havey in weight and big.And quality of this phone is better than any other phone in this range,0.8687,positive
"  The phone is very good, i bought it for my dad because he wanted a small size phone and this was the best ideal size to handle with one hand. I love the software that is latest and smooth. You can watch the video on Tech blast Youtube channel. Samsung cameras are always the best and this is the perfect one for the price. Battery is ever lasting. It works for my dad for 2 days. Just the charger is very slow and no fast charger support, hope to get in any future OTA update.",0.9838,positive
  Like:One UI 2: twice as good as stock android and equally fast3gb ram is enough for running many apps simultaneouslyDouble tap screen to wake screenGood display. Phone looks like midranged doesnt look or feel cheap.Dolby audio for surround effect in earphonesNot made in chinaDislike:No fingerprint readerBad camera front and backJunk apps pre installed. Had to remove them.Exchanged 2 year old asus lite l1 and got this for 6100,0.6597,positive
  Amazon make fools in the name of amazon mobile sale...just after sale price drops 8400 from 9000.Mobile is ok but slightly higher priced it should be around 8K.Design is not feels like premium Samsung brand and slightly thicker!,-0.4131,negative
"  A budget friendly good brand phone ,i gifted this phone to my father ,Pros:1-camera quality is good in this price.2- 3 gb ram is sufficient if you're not so addicted to picture clicking.3-battery life is good .Cons:1-little bit heavy , but can manage.2-screen size is small as compared to other smart phone in this price range.",0.8591,positive
"  Camera, sound quality not so good as mentioned.. Not happy with this purchase. Trying to return from last 2 days but no option is available.. Totally disappointed.",-0.8861,negative
"  Well its my third Smartphone and all are Samsung. Reason is quite obivious it seals the deal everytime with everything under one roof. So reviewing it after 3 weeks of hardcore usage.Pros:1. Great performance. Processing power is quite good, even frame rate syncing seems good.2. Battery Life is awesome3. Stunning Design (Red colour looks damn sexy)4. Value for Money5. Thin Body great benefit for the one's like me who use the smartphone with one hand.Cons:1. Camera seems a bit average due to over bright and filtered pictures. I loved the old cameras by Samsung which had touch of originality. Capturing even the wrinkes and imperfections on your face. Please bring those back2. No Fingerprint Sensor.Overall a smart buy with tight budget.",0.9832,positive
"  Samsung Galaxy M01 comes with a 5.71-inch touchscreen display, having a resolution of 720x1560 pixels with an aspect ratio of 19.5:9 (Infinity-V Display). This device is powered by an octa-core Qualcomm Snapdragon 439 processor and It comes with 3GB of RAM. The Samsung Galaxy M01 runs Android 10 and is fueled by a 4000mAh battery. This device is having 32GB of inbuilt storage that can be expanded via microSD card (up to 512GB) with a dedicated slot. This dedicated Samsung Galaxy M series smartphone measures 147.50 x 70.90 x 9.80mm (height x width x thickness) and weighs 168.00 grams.Technical Specifications:1)  2GHz octa-core processor gives you fast and smooth working environment.2) 14.51cm (5.7"") full rectangle PLS TFT LCD (16M Colour depth) ensures the premium quality display3)  A dual-SIM (4G enabled both) smartphone that accepts Nano-SIM offers you ultra-fast browsing experiences.In terms of connectivities, this device sounds great as it includes Wi-Fi 802.11 b/g/n 2.4GHz, GPS, Glonass, Beidou, Galileo, USB OTG, Micro-USB, FM radio Bluetooth v4.2Sensors on the phone like accelerometer and proximity and light sensor and The Samsung Galaxy M01 smart face unlock does a commendable job.Coming to the camera experiences it does a fabulous job, a13.0 MP with an f/2.2 aperture primary camera with a second 2-megapixel camera with an f/2.4 aperture having rare autofocus mechanism enables you to capture the best moment at dark lights as well. It also sports a 5-megapixel camera on the front for selfies, with an f/2.4 aperture.Overall I will highly appreciate the Samsung team for offering such a brilliant device in this price segments.In summary, I can say this device will give you an ultimate battery life ( up to 16 hours non stop video experience), infinity V Dazzling display, Powerful processor, super storage, fast and smooth mobile experiences and most trusted smartphone brand equity. Last but not least this handset supports Global Sustainable development goals (SDGs) and I highly appreciate such a great initiative, taken by the whole Samsung team.",0.9881,positive
  This is a rip off by Amazon. It's not even been a month since I bought this phone for my mother and the phone is having multiple issues.. Apps just shut by themselves every few minutes.. Wifi connectivity does not work .. phone keeps hanging and there is major lag.. I had already made a complain that the cover was damaged when it was delivered got zero response on that. Don't expect such negligence from Amazon and as a customer I feel cheated.. !! Major dissapoitment .. I am now stuck with a phone which does not work and have spent almost 10k on it..!!,-0.9034,negative
"  This phone is another value for money product from the house of Samsung. The following are the things why I like and dislike about  the product:-Pros:1.Battery Life- with 4000mah battery the the battery is powerful for day long intensive use.2. Display-with 5.7 infinity display, the screen the best you can get at this price range.3.Processor- with snapdragon octa core processor the phone is perfect for multi window functions and moderate gaming.4.Android: comes with the latest version of Android 10.5.Memory - comes with 3 gb ram and and 32 gb internal memory with sd card support upto 512 gb which is really good.6. The dark comes looks really cool to me.7. Shape is really nice as it sticks to your palm giving you comfort and I-phone kind of a feeling.Cons:Camera- I must say Samsung fails in a certain way when it comes to camera .Chinese brands are way ahead in this criteria. This is the only thing where Samsung misses out.Overall I give a double thumbs up to this device apart from camera.This is THE PRODUCT product to buy in this  price range if you want to avoid non-chinese product.Also not forget the good after sales service you get from Samsung,they have service centres all over India.",0.964,positive
"  Galaxy M01 comes with pre installed Android 10, which means the user shall have state of the art privacy and security features. Additionally, Samsung's One UI Core 2.0 provides simple user interface which is seamless and attractive.I have been using this phone from last 10 days and faced no issues. All the features are reliable and easy to use.Talking about battery, since I do not use social media and gaming, battery for me lasts for about 2 days after one full charge.You can also hide the navigation keys from the screen and still navigation will be seamless.Another best feature is that you can disable the pre installed Google apps on this phone if you are too concerned about Google collecting your personal data.I haven't used the camera much, so I cannot give review for the camera, but bear in mind that it comes with depth effect.Just one improvement the manufacturers could have maintained is not placing the speakers on the rear panel. The sound doesn't plays clearly when phone is placed on soft surfaces like bed. Some users might not like it.Overall, I find this phone excellent for myself. So, I give it 5 stars.",0.8732,positive
"  I bought this phone for just one reason that it is a non chinese brand. Lets talk about some pros and cons of this M01  smartphone.Pros :BEST THING WITH THIS PHONE IS THAT IT IS HANDY. IT FITS IN YOUR HAND SO WELL. ALSO ITS SCREEN SIZE IS SMALLER THAN THOSE BIG SMARTPHONES.TILL NOW THERE IS NO LAG ISSUE.VERY LESS HEATING ISSUE.CAMERA IS BIT REALISTIC.MULTI TASKING IS SMOOTH.DISPLAY IS SUPER IN THIS PRICE RANGE.PLACEMENT OF POWER BUTTONS AND VOLUME KEYS  ARE SOMETHING IMPRESSIVE.ANDROID 10CONS :AGAIN SCREEN SIZE. AS NOWADAYS EVEN 5K SMARTPHONES HAVE  6+"" SCREEN.CHARGING IS A BIG ISSUE AS IT COMES WITH A 10V CHARGER. IT TAKES AROUND 3:30hrs FOR FULL CHARGE.BATTERY SIZE IS ALSO A ISSUE AS IT COMES WITH A 4000mah BATTERYMEDIA VOLUME COULD HAVE BEEN MORE LOUDER.AND MOST IMPORTANT IT COMES WITH SOME BANNED PRE INSTALLED APPS. IDK WHY THESE PEOPLE GIVE THESE THINGS IN A NEW PHONES.",0.9671,positive
  I got this at 8k and my mom likes it.Pros:I think it is best budget phone right now.No heat issues.No lag.Very good quality of screen even better than lcd screen.Camera at this price is decent it comes with all filters and beauty modes.Cons:Little bit Thick.Charger is only 5 watt.,0.9485,positive
  Phone is good at this price range with Samsung branding.Good thingBattery life very good with calling and data usageDisplay is bright enough in outdoor no issue with auto brightnessSound is clear for speakers as well as earpiece.Camera quality is ok for this price range. Rear camera is good and front camera is ok.Bad thingFace unlock not so fast compare to other brandsCharging take more than 2 hrs for full chargeShould provide at plastic caseRest phone is good for normal usage with faily activity of whatsapp and call and surfing internet no lag and any issues.,0.9614,positive
"  Samsung is just not able to deliver the quality the customer expect from it.There nothing good about this phone,Its slow, hangs if you download a few apps, even its not able to support half the capacity other phone of this range/memory/RAM can support.In just 30 days of delivery the phone showed a display problem, and when I visited their service centre, they said it will take at least 4 days to fix the display issue. Which I believe, if done outside wouldn't take more then 10 mins. And as per them you have to leave your phone with them for these 4-5 days when they will be ordering and arranging the display. As if you bought the phone for ur baby to play video games and you dont have any important needs from your smart phone.",-0.4689,negative
"  Got a defective set, where calls keep dropping after few minutes. Doesn't Samsung do a quality check on its products, they sell defective sets. This does not have a fingerprint reader as mentioned. Not going to buy Samsung anymore, shifting to redmi.Reported it to Amazon, had a good customer service experience and they refunded the amount.",-0.296,negative
"  One of the best smart phone in 9k Rs ...It almost provide all smart features like wifi calling, dual 4g, cast.....Surely better than chainees brand.",0.9292,positive
"  I really very disappointed with the Amazon service center.I have purchased this phone on 27 September 2020 and I received this phone on 30 September 2020 the phone was properly packed and was in working condition but on next day it has requested software update and I updated it then it stopped working. I have contacted customer care they requested replacement for this phone but it was rejected by Amazon pick up agent. The agent said he needs IMEI number to confirm then only he can pickup this phone. I have contacted several times Amazon customer services, they arrange pickup but pickup agent reject it saying I can’t pickup this phone without IMEI number. How can anyone check the IMEI number if the phone is having software issue. It’s been 20 days now I am without phone because I have purchased this in exchange option.",-0.5217,negative
"  Samsung M01 is good for the one who is amateur with android smart phone. I have bought this phone in 8k and I feel with the brand name it is worth to buy these features with this much amount.Pros -1. Good battery life - Almost 2 days it worked for me. I have use whatsapp, playstore and had calls.2. Rear camera is good.3. Handy in size - I took this phone as it's display size is 5.7 inch.4. Face unlock feature5. Performance or speed of the phone is not bad.Cons -1. No fingerprint sensor.2. Selfie camera is poor, I expected front camera to be better. Do not take the phone if anyone have to click selfies.3. Samsung should provide a protection glass or cover or earphones.4. Miracast and chrome cast app causes the mobile to restart.",0.8775,positive
"  I am happy to buy samsung m01. This phone is good in look, battery backup is awesome, camera is ok, and biggest thing i don't want to buy a Chinese phone so I will go with samsung.",0.888,positive
  HiThis Samsung M01 is such  handy phone build Samsung ever.  The design of the phone Is stunning and there are no chance of slipping from hand .And people like me always looks for the phone which is handy with tons of feature .This display fluidity is awesome and there is no lag in playing games either.People who leads their life simple and subtle will like this phone .To mention few  addon would make this phone better .B1.Box speaker would be better2.Aluminum frame would give this model richer look instead.3. Updated chipset with more memory and with same harwarebuild will make this phone hurricane in entire smartphone market.At last expecting compact phone with tons of feature loaded .Thanks,0.9756,positive
"  This phone is suitable if one's requirement is of a basic smartphone which is affordable, durable and comes handy.I am satisfied with the phone for the very same purpose that I mentioned above.The UI is quick and smooth, display quality is excellent and battery life is good.The only drawback I found for this category of phone is the camera quality which could have been better, but no qualms about it.Any other high end expectations would be defeated. After all it's a Samsung brand that speaks for itself.",-0.4118,negative
"  1. Overall feel good.2. Lags a bit but not that much that too sometimes, may be it will settle with time3. Fingerprint Scanner should have been included, that's bad not to have.4. While charging they should provide a indicator light on top of screen, every time have to click the button/unlock to check5. Vibration while touching menu/Back buttons at bottom can't be disabled6. Sound and Camera is Good7. Battery charging and daily life not that good but what more to expect in this budget.8. take it if your budget is low. its a good  Phone but dnt expect much",-0.7359,negative
  This  phone is very convenient to use. 3 GB ram ensures it will not lag.32 g b memory is also sufficient. Photos are good  and  images are sharp and bright.,0.7003,positive
"  Entry level mobile for basic call, messaging, and internet needs. Nothing fancy. Poor camera quality. Charging takes forever, but battery life lasts quite a while (with usage of call, whatsapp, youtube, no gaming). Loudspeaker is not loud enough.No headphones, backcover, screen guard included, charging cable is very short.Ordered this after getting frustrated with MI flash sale scam. Okayish mobile for around 8k. Would suggest to spend around 2k more and get a better mobile.",-0.8326,negative
"  Despite having 3GB ram it's pretty fast and impressive. Can use multiple apps at the same time. Battery life is superb, easily lasts for a day. Sometimes even more depends on the usage. Not meant for playing high end games though. If you are looking for a smartphone for your routine office work and other stuffs go for it but if for playing games you have to spend a bit more. Charging it takes almost 2 to 2.5 hours which is acceptable considering it's not typeC. If it had type C charger then it could have been a game changer for Samsung.I am really happy with my M01😁😁",0.9772,positive
"  - Battery drains fast- Gets heated up during charging- doesn’t support 5G wifi (only 2.4 G)- camera is average- it’s ok, but only if you are a light mobile phone user, won’t recommend for current generation heavy/regular users.",0.6249,positive
"  Hi,I purchased it for my Father.1) Good average phone.2) Better alternative for Chinese mobile even it was lag in some features.3) Battery is working for more than 36 Hrs after moderate usage.4) Butter smooth operations.5) Comes with Android 10. Hope regular updates will be available.6) Camera is decent.7) Sounds are clear8) Display is responsive9) Handy10) Missing fast charging11) Missing Finger print security12) Comes Office tools13) Suggest: Power n Volume button should be in same side ( Now frequent screen shots capturing without knowledge)Overall ""VALUE FOR MONEY"".",0.0827,positive
  This is an example of product made in India and made for India. Bought this product for my father. Battery life and performance is really good. Just a bit disappointed with camera quality. Somehow I felt that this product is bit overpriced. Samsung could have packed a headphone or backcover with this product. If you want to gift this phone to your parents or children I would suggest you must buy it. Moreover you can trust the samsung apllications. Hope this review helps :) Happy shopping with Amazon delivery was really fast. The pricing policy was also very strategic.Thank you Amazon. Thank you Samsung.,0.9718,positive
  Now don't buy any product from Amazon. They have changed their policy. Now they dont return items. They will only replace weather you are satisfied with the product or not. So now be aware. I am not satisfied with this M 01 phone so i want return but Amazon is not agree for return.,0.0665,positive
  First of the phone is has very good look and the price also reasonable from amazon.based on the two week usage the review1.the design was compact easily you can hold the phone in hand as we as packets2.battery life also very good3.important thing is screen resolution was ultimate and speed of the phone was very goodAnd quick response to application s4.sound quality also very good5.network connectivity superAnd drawback isCharging of phone the take time because they provide normal micro usbOtherwise the phone is very nice and go for it for normal users...,0.8976,positive
"  Writing this review after more then week of usage, One of the best mobile at this prices. Got it for 4099/- after a exchange of my old mobile for 4400/-.* Battery was strong enough continuously used for entire day  Facebook, WhatsApp, video and calls. Takes two hours to charge 100% but will remain for two days to totally drain out.* Display was awesome and looks great with the stylish edge finish* Camera was great especially front great to take selfies.*Processor performing very well.After a month of  searching  got a great one with the for better price....",0.9914,positive
"  In this price rangeProsBetter BatteryDisplay goodOne UI and darkmode greatCamera OkFaceunlock works good**Manufactured in IndiaConsTakes lot of time to chargeNo fingerprint readerIf you want a phone for WhatsApp, Calling,Bank payments,Normal office work,Better Battery  backup,decent/good Camera,for Social Media usage,Decent gaming i.e not high end ones like PUBG....can play at low graphics or PUBG lite....then definitely go for it",0.7003,positive
  Very high price in our segment Display is very bad quality and very very bulky product I said you go to other product just like real me Nazro Redmi nine prime,-0.3167,negative
"  This phone doesn't work well with Jio Network ( unable to make call and receive call, the call jets ends ), it works with all other networks, i thought its the sim card issue and got a new sim card aswell, but the issue persists,I bought this Phone Twice and i see same issue..Apart from Network failure with Jio, rest of the Product Functionality are Good at this price point",-0.2516,negative
"  Samsung is known for their eccentric and long lasting product.  This phone is no exception. Although in a sub 10k segment, samsung doesn't offer much, compared to it's market rivals. But surely this phone can be a good example of balance between budget and components.It definitely has good battery life, although it's quite new.  user interface is quite simple and easyto use. really low spec phone, meant for casual use. Camera however is bit overwhelming, has a absurd auto HDR mode, which results in very bad portraits.overall, it's  good phone for everyday casual use'",0.9256,positive
  Received faulty mobile. Mobile takes 8 hours to fully charge. Can someone advise what to do?I don't know what to do. Expect Amazon to help with this.,0.2732,positive
"  This phone i bought it for my dad. Initially I was satisfied with this Samsung phone at this price level. In this Corona times, my dad went 5 times to Airtel showroom.  Changed Airtel Chennai SIM 3 times but Call drop issues did not get resolved.  Left with no other option, I bought Chinese phone with exchange option of 20 days used this Samsung Phone. I am disappointed with loss of money due to resale.We live near Chennai Airport (within proper city limits).Not recommend bcoz of Call drop issues.",-0.8963,negative
  8k is too much amount to pay for this phone... Just bought as there are no option for non Chinese phone and Samsung is using this opportunity by adding premium to every phones or tablets..if you take selfies from this phone you will hate yourself .I have to struggle with swap function everytime to receive calls...,-0.6542,negative
"  In the world of smartphones, where all brands have started manufacturing mobile sizes from 6.5 inches to 7 inches which are like tablets, M01 is fresh breath. Just when I needed a much needed spare mobile which is non Chinese, with basic features and average RAM, ROM, good battery, M01 solved my purpose. Perfectly sized for my hand and pocket, 3GB,32GB is absolutely matching my expectations.Being a basic handset, I don't expect good camera and fingerprint is not thereAmazon delivery has been before scheduled time as always.",0.9299,positive
"  Heavy Weight Thickness, Samsung UI User Interface Sucks Pre loaded (Installed) With Many Samsung App With Other Un Useful Apps, Need Less Price From Current Price 8399 As Per Heavy Weight and Other Brands Comparison Only Good For New User or First Time User.",0.5106,positive
  I've purchased two phone and both phone has performance issue. Sometimes unable to pickup the call and also sometimes phone is hanged.I've requested for return of this phone but amazon guy's are saying issue will be resolved after OS update. So I tried to update the OS and also tried factory reset option but is still there.,0.4767,positive
  Absolutely impressed by the phone.. that's why I choose Samsung every single time..no mistake by any way in the phone...no lag/hang..camera is also best..screen is just superb..noone gives you such screen in this price point but Samsung has given.. buying totally worth it..Best smartphone by Samsung in this budget.. Don't even look for those Chinese brands..no.1 phone with awesome battery backup and gaming performance is also good.. totally satisfied..user interface is friendly and finger print reader is also amazingly fast as well,0.9688,positive
  1. Incoming Calls are disconnected frequently once received.2. Internet not works even though mobile data is on.3. Not able to share the location from google maps.4. Volume/sound quality not good5. Sometimes blue screen comes in lock screen entering pin to unlock6. Display not good7. Camera quality not goodFinally not recommend this product and ready to return this product but unfortunately they given 6 days time to return the product but issues/defects occured after 6 days.,-0.3364,negative
  This phone is good for performance camera is not so good does not have finger print sensor and ir blaster. Battery life is average good. Overall good phone to have in this  budget and anti China product. I prefer Samsung over any other Chinese brand either they provide much better feature. Design is good and comfortable.,0.9095,positive
  Received a dead unit and opted for replacement but more than 15 days have passed and the device still haven't been taken back every time when Customer care is contacted they say that the device will be picked up in next 24hrs but after talking to them for more than 10 times its like they themselves have no clue that what is going on they keep on saying that this time it will be picked up but its been 15 days and no replacement device is received or the dead unit has been taken back,-0.7684,negative
  Network is getting disconnected frequently....,0,positive
"  Video calls made using this device Galaxy M01, 3GB where recepient are not able to hear my voice clearly unless I keep the phone close to my mouth as we do on a regular call. In short cant use for video calls, nor useful to record video with dialog which are not louder when played on full volume.Microphone looks faulty,  requested Amazon to return n replacement but taking  time, a week already lost.My first experience with Samsung phone is landed me in a doldrums.I hope I don't have to live with this defective device.",-0.3364,negative
  I bought this mobile after seeing reviews of every mobile in this budget i could possibly  find and this was best in the segment1  it has best battery life which easily last  1.5-2 days2  camera is good . Face unlock works nicely3 display colours and size of screen is perfect4 handles every task smoothly5 ram management is good6 feels good in hand and nice build quality(plastic is not of cheap quality)7 Samsung's one ui is the best and user friendly,0.9834,positive
"  I was shocked that there is. I finger print sensor available in this phone. Along with that the speakers (ear ,outer) are not audible enough even in a calm environment. When the basic features of a smart phone are lacking in this phone, does is makes sense to buy this phone?No.If there is a no return policy exists on the amazon purchase, I bet the no becomes a big NO.",0,positive
"  No fingerprint reader, battery life  is satisfactory, once charged  it goes for about 1 to 1.5 days depending on use. User friendly interface but if you're using Samsung for the first time it will take sometime to get used to it as compared to Xiomi and Huawei phones.Also, few android features are missing like it doesn't show network speed, doesn't have additional volume button for only alarm setting and no separate tab for headphone advance settings. Other features , sound and camera is great. Handy and smooth running.",0.4678,positive
"  We have purchaged this phone on 18 th Aug. and It is too early to share expert comments but can share our feeling towards phone, it looks very compact n user friendly as compared to my other phones. Battery life also very good. Very good looking a handy for normal users, never found any laging or any difficulties during usage. Lots of good and very useful features found in all segments of the phone. It provides you fresh n wow  feeling while  usage. Overall we can say more than worth to buy this phone in this price tag.",0.9894,positive
  The M01 phone has very bad call volumeOn full volume in settings still can’t hear the persons voice .. it’s v faintIs anyone else facing the Same issue ??,-0.6313,negative
  Nice phone under 10k. I wanted to gift my father a non- chinese phone under rs. 10k budget and Non- other than Samsung could provide such facility. This phone is value for money and performing very good.,0.8832,positive
"  This is a super  phoneAtthis price range.Small screen size so very comfortable and easy to handleBut also very powerful processor and has nice speed with a 3gb ramBest for users looking small, comfortable and powerfull and also best for everyday use.. :)Have a awesome battery backupAnd high security with a nice and speedful  face lock(fingerprint is not provided)Camera quality is okAlso has value for money.. !:)",0.9885,positive
  Camera quality is really good for price paid. Also battery life is decent and lasts for around 2/3ed of a day on continuous  hotspot as I use laptop for work and use this phone as my hotspot device.,0.4927,positive
"  No fingerprintBattery  charging takes around 4 to 6 hours. Size is handy small.Have many features like smart sim which is both sim transfer call between eachother when busy.Internet while call etcGopd phone, dont buy if you're addicted to use fingerprint, faceunlock is not even 50% comfort as fingerprint",0.224,positive
"  Actually I bought it for my mother as a gift. Sound quality, camera and rest is oke but screen width is less, very small in size in fact...go for a unboxing youtube video then purchase it...I wanted to replace it for small size,but couldn't for Amazon's policy change!!! So be careful about size before order.",0.6302,positive
  A basic phone by samsung. Camera quality is not good specially at night. I bought this phone for my father. So it's ok for him.,0.0187,positive
  It's a horrible phone. Moreover to resolve the issue when spoken to Amazon representative he was horribly dum and he not even listened the problem to resolve. He simply denied to help to resolve. Even before replacing he advised to install app to check whether I m lying.Representative of Amazon was so noncoperative and insensitive. I decided not to purchase anything on this cheat app. Horrible experience on Amazon. If this can happen to a well educated person then what about a layman.,-0.7884,negative
"  Very very poor phone, not even one month and the screen is already damaged. Samsung is very disappointing and their services are equally bad. It's so sad to go through this, especially in 2020 when the world is making such tremendous explorations outside of planet earth. Here we are , still dealing with cheap phones. Stealing people's money on brand value and tricking people to pay more money by selling super super super cheap productsThis is the worst phone, EVER.",-0.8851,negative
  Nice product if you are taking it as a secondary phone or upgrading from a keypad phone. Best for aged people.It will be more better if they provide a finger print sensor with it. It has 1amp charger i think they should give atleast 2amp charger as its battery is of 4000mAh which takes a lot of time near about 4 hrs to full charge from 1 amp charger,0.8805,positive
  Fast with 3gb ram and long battery life. Full battery lasted 4 days for a regular user like me without gaming. Camera is totally disappointing. Overall a good low budget range non Chinese phone.,-0.0498,negative
"  Fingerprint unlocking feature missing in today's era is a crime, I bought this phone assuming it a basic feature now a days, and since I was not interested in looks I ignored the back side (I was anyways going to use a back cover, which I already ordered along)..... But seriously... This only one thing will make this model fail... I would like to return it if the seller can take it back and exchange for a similar configure phone with a finger touch back, please",-0.6936,negative
"  The phone is good , as expectede . Some features however would make it a top notch .The phone does not come with a back cover , which is essential . It may add less thanrs 100 to the cost .Also some features in weather and daily panchang etc has scope of improving",0.7579,positive
"  Over all the look of the mobile is so simple, it doesn't seema catchy at all. Display experience is also not as good as you find in it's previous mid range mobiles like on5 and on7 pro. You also didn't find this much good for extremely good picture. But they quite satisfactory. So here I guess you are only paying for battery, storage, prosessor sort of dual camera features and infinity display and most importantly the SAMSUNG brand.",0.8799,positive
"  This mobile phone Samsung galaxy m01 is really very good and value for money , this does not have a fingerprint reader, but has a face recognition function , overall the phone is very good .",0.8104,positive
"  Nice product! Galaxy M01 comes with pre installed Android 10, which means the user shall have state of the art privacy and security features. Additionally, Samsung's One UI Core 2.0 provides simple user interface which is seamless and attractive. I have been using this phone from last 10 days and faced no issues.Fingerprint reader is wonderful in this device.Battery life is too great.Camera quality is awesome.",0.9324,positive
"  This phone is great. Good value for money and also it can be used roughly. The phone is very responsive and easy to use. But the face id is not that good. It doesn't recognize the face sometimes. But for the price, it's worth it. Also the back camera is quite clear. One more point to add, there is no sensor next to front camera. The sensor by which we can hear the whatsapp audio when we bring the phone to our ear. Overall, great phons for the price.",0.9338,positive
  Quality products,0,positive
"  This is best phone in this price the battery life very nice, and camera quality is also better than other company's phones with this price.I purchased this mobile for online studying in this pendamic situation there is boom to the online study and all company's has incresed the prices of mobile .ACCORDING to me it is a best mobile in this price no other mobile can compeet at this price and in procedure and other features.",0.9216,positive
  Phone lags and keyboard stops responding Many times .  Expected a lot better product from Samsung.,-0.0516,negative
  Camera 3.5/5Battery 3.25/5Touch excellentDisplay 4/5Overall performance is Better within its price. But not best.It is not made for gaming.Is better for multitasking.I was hoping more from this phone but it's satisfactory and most of all I purchased because not a Chinese company.Jai Hind.,0.9144,positive
  I purchased this mobile for my mom.Good brand mobile in this price range.Sound & Sound quality is very poor I give 1 star.Mobile Size is compactNo Fingerprint scanner is a big disadvantage as facial recognition dont work properly.,-0.7346,negative
  Camera quality is very poor...... don’t buy this phone worthless,-0.7425,negative
"  It is an Ok phone for normal users.Although not sure why Samsung skipped the fingerprint reader.They could have very well provided it at this price point, I believe.",0.3881,positive
"  Worst experience with this phone..bought this phone a week back from amazon for my mom, in first week itself..facing network reception issues and heating issues.On top of that no proper support provided by Amazon, a tech visit was arranged at my place and the technicial reset and rebooted the phone stating that the issue has been resolved but still facing same issue, please do not buy this phone, not atleast from amazon.",-0.0402,negative
  Good phone in the price range of less than 10000. Handy phone with super stylish look and the blue color one is more attractive. Good phone for a minimal usage person who use phone for calls messages whatsapp google and camera. Not suitable for big games like pubg etc. Better like is also quite good if you stop many unnecessary apps from running in the background. Moreover its not a chinese company phone.,0.9685,positive
"  Some drawbacks on this phone - 1. Poor hardware causing more radiation. I already have burning sensation and numbness on my fingers and palm. 2. The phone is a heavy weight one, compared to other phones of the same segment. Thickness of the phone is just too much! 3. Display is narrow ( it may be preferred by people who like a little smaller phone). 4. Touch screen doesn't have a standard response effect, not that smooth.",-0.4574,negative
"  Although camera is not so good and pixels are bursting in jooming, phone is at satisfactory level. Rest of the functions are good according to the price range.  Camera quality is less than the usually. If samsung repair this loophole then I think this would be the first choice of the customer under this rangeThere is no fingerprint sensor then please suggest how can I rate you for this? 🤩",0.3552,positive
"  Very bad camera.13+2 MP but look like a 4 MP rear camera,Very disappointed 😁😁.",0.6911,positive
  No regrets buying Samsung galaxy m01.Best thing I got best exchange value.Don't hesitate to buy.,0.7978,positive
"  It's a very good phone at this price. Very smooth  touch, very good quality of disply, nice speaker  sound and battery  backup for whole day in normal use. Camera is also good if u compare camera of other phone having same specifications.Must buy phone at this price.",0.9019,positive
  The camera quality is just amazing.I trust only samsung for camera quality and this product makes me trust the brand even more.The sound quality is also good.Battery life is just amazing.Charge it once and it will last for more than 12 hours or maybe even more. Love it.,0.902,positive
"  Samsung Galaxy M01 is a good choice for a budget under rs.10,000. Now the price is also decreased so it's a good value for money if you are looking for a non Chinese smartphone",0.8158,positive
"  Overall review is good. Though there is no such figure print sensor, but the other function is good as well. It has an additional function of blue light filter which may helps those who prefers to use it for long time.",0.882,positive
"  Worst phone ever. Don’t go for it because of the low price range. Display screen is so bad, while scrolling it considers it as touch. Camera quality is really bad. Does not have fingerprint censor. Face unLock almost doesn’t work because of the bad camera quality. It is facing problem with getting good network. Sound quality is poor. Overall very bad quality phone. Please don’t go for it.",-0.9678,negative
  Nice made in india product1. Screen is good2. Camera quality in nice wide angle is main highlight3. Battery performance is good company should have peovided 10volt charger with it.4.face unlock works good5.very handy and sleek designOverall it gives a good value for money,0.9153,positive
"  SIM tray didn't come out on very first time. Called customer care for help and finally return it.Happy with Amazon response and dealing, except return time.Samsung need to look into quality of there product.Still like this phone and ordered new one,Look and size is very nice, can easily operate with one hand, wish higher model should also come in same size.",0.9626,positive
  The phone size is really small which makes it almost inoperable especially the breadth of the mobileSecondly the ringtone volume is also very lowThirdly the refund policy of this phone only includes replacement and not even refund.Highly disappointed with the product as well as the return/refund.And I strongly suggest to go for other products in the similar range but not this one.,0.4361,positive
  I bought this phone because of it size but that was my biggest mistake because it takes around 4hrs to charge and that's why I have given request to return.In today's era of technology no one has that amount of time to charge the phone and after that it can't even last for a day. I have added a pic in that you can clearly see and if you start from zero you can see time around 4hrs.Thank You.,-0.3291,negative
"  First of all your replace and refund service disappoint me. You should not show while buying the mobile if you don't replace it after purchase.Camera is worst, battery is good but overall pricing is too high as offering the configurations.",-0.3506,negative
  Product was good but slight defective send back and got refund immediately very fast response by Amazon,-0.1054,negative
"  I strongly believe that this product is the best at this price that I have ever seen before. A profound series released by samsung for lower budget people. Thank you samsung for this incredible item. Overall performance is great, mainly processor and battery. Btw, I am loving this face unlock feature. It just unlocks mobile within a second. Once again, thank you for this masterpiece. Worthy purchase!",0.978,positive
"  having used for over a week, sleek designgood interface and performanceaverage cameraFair battery life.only issue is that the camera hangs when you open the app after a long time. need to close it and reopen again",0,positive
